report_id,site,activity,energy_type,barrier_status,exposure,report_text_clean,report_text,sif_potential,lsr_tag,source
96285a56,Well Site B,hot work / welding near process line,stored/electrical energy,confirmed_present,direct_proximity,"During hot work / welding near process line at Well Site B, the contractor was positioned directly beneath the suspended load. Isolation was verified and tagged before work began. Near miss — situation was corrected before escalation. reported by UA/UC observer","During hot work / welding near process line at Well Site B, the contractor was positioned directly beneath the suspended load. Isolation was verified and tagged before work began. Near miss — situation was corrected before escalation. reported by UA/UC observer",0,N/A,synthetic
29c50da2,Rig 4,pipeline pigging operation,stored/electrical energy,confirmed_present,indirect_proximity,"During pipeline pigging operation at Rig 4, a worker was nearby but not directly in the hazard path. Permit to work was signed off with all checks completed. No injury occurred; worker moved away in time.","During pipeline pigging operation at Rig 4, a worker was nearby but not directly in the hazard path. PTW was signed off with all checks completed. No injury occurred; worker moved away in time.",0,N/A,synthetic
b64f0477,Rig 7,excavation near buried utility line,stored/electrical energy,uncertain,no_exposure,"During excavation near buried utility line at Rig 7, no personnel were in the vicinity at the time. Exclusion zone markers were present but not actively enforced. Minor first aid case reported.","During excavation near buried utility line at Rig 7, no personnel were in the vicinity at the time. Exclusion zone markers were present but not actively enforced. Minor first aid case reported.",0,N/A,synthetic
8f67820e,Rig 7,routine equipment inspection,low-energy/ergonomic,absent_not_mentioned,no_exposure,"During routine equipment inspection at Rig 7, no personnel were in the vicinity at the time. Reported as unsafe condition during routine walk-around. acc to shift log","During routine equipment inspection at Rig 7, no personnel were in the vicinity at the time. Reported as unsafe condition during routine walk-around. acc to shift log",0,N/A,synthetic
de301e79,Well Site B,electrical panel work,stored/electrical energy,confirmed_present,indirect_proximity,"During electrical panel work at Well Site B, personnel were in the general work area at the time. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation. - LOTO tag #754","During electrical panel work at Well Site B, personnel were in the general work area at the time. Gas test was conducted and confimed safe prior to entry. Near miss — situation was corrected before escalation. - LOTO tag #754 Check nahi kiya gaya tha isolation ka.",0,N/A,synthetic
76d8d0a8,Field Station 2,pipeline pigging operation,kinetic (line of fire),confirmed_present,no_exposure,"During pipeline pigging operation at Field Station 2, the area was clear of workers during the activity. Isolation was verified and tagged before work began. No injury occurred. - LOTO tag #754","During pipeline pigging operation at Field Station 2, the area was clear of workers during the activity. Isolation was verified and tagged before work began. No injury occurred. - LOTO tag #754",0,N/A,synthetic
6d3b7b24,Well Site B,confined space entry for tank cleaning,low-energy/ergonomic,absent_not_mentioned,indirect_proximity,"During confined space entry for tank cleaning at Well Site B, a worker was nearby but not directly in the hazard path. No exclusion zone was set up. Reported as unsafe condition during routine walk-around.","During confined space entry for tank cleaning at Well Site B, a worker was nearby but not directly in the hazard path. No exclusion zone was set up. Reported as unsafe condition during routine walk-around.",0,N/A,synthetic
fe122fb7,Terminal A,lifting operation with mobile crane,kinetic (line of fire),confirmed_present,no_exposure,"During lifting operation with mobile crane at Terminal A, the area was clear of workers during the activity. Exclusion zone was established and maintained throughout. No injury occurred; worker moved away in time. - LOTO tag #754","During lifting operation with mobile crane at Terminal A, the area was clear of workers during the activity. Exclusion zone was established and maintained throughout. No injury occurred; worker moved away in time. - LOTO tag #754",0,N/A,synthetic
f659f8e6,Terminal A,maintenance on process equipment,stored/electrical energy,uncertain,indirect_proximity,"During maintenance on process equipment at Terminal A, a worker was nearby but not directly in the hazard path. Gas test reportedly done earlier in the shift, not re-verified. Reported as unsafe condition during routine walk-around.","During maintenance on process equipment at Terminal A, a worker was nearby but not directly in the hazard path. Gas test reportedly done earlier in the shift, not re-verified. Reported as unsafe condition during routine walk-around.",1,Energy Isolation,synthetic
95651140,Terminal A,pipeline pigging operation,kinetic (line of fire),confirmed_present,no_exposure,"During pipeline pigging operation at Terminal A, no personnel were in the vicinity at the time. Permit to work was signed off with all checks completed. Minor first aid case reported. reported by UA/UC observer","During pipeline pigging operation at Terminal A, no personnel were in the vicinity at the time. PTW was signed off with all checks completed. Minor first aid case reported. reported by UA/UC observer",0,N/A,synthetic
c20a8155,Well Site B,electrical panel work,stored/electrical energy,absent_not_mentioned,indirect_proximity,"During electrical panel work at Well Site B, a worker was nearby but not directly in the hazard path. No exclusion zone was set up. Minor first aid case reported. (PTW ref attached)","During electrical panel work at Well Site B, a worker was nearby but not directly in the hazard path. No exclusion zone was set up. Minor first aid case reported. (PTW ref attached)",1,Energy Isolation,synthetic
